variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_appendixF-from_last_year,matching
sootsn,area: mean where land time: mean,longitude latitude time,sootsn_tavg-z0-hxy-lnd,sootsn_tavg-u-hxy-lnd,False
sootsn,area: mean where land time: mean,longitude latitude time,sootsn_tavg-z0-hxy-lnd,sootsn_tavg-u-hxy-lnd,False
hus,area: mean time: point,longitude latitude alevel time1,hus_tpt-l-hxy-x,hus_tpt-l-hxy-u,False
hus,area: mean where air time: point,longitude latitude plev7h time1,hus_tpt-p7h-hxy-air,hus_tpt-p7h-hxy-air,True
hus,area: time: mean where air,longitude latitude plev4 time,hus_tavg-p4-hxy-air,hus_tavg-p4-hxy-air,True
hus,area: mean time: point,longitude latitude alevel time1,hus_tpt-l-hxy-x,hus_tpt-l-hxy-u,False
hus,area: mean where air time: point,longitude latitude plev27 time1,hus_tpt-p27-hxy-air,hus_tpt-p27-hxy-air,True
hus,area: mean where air time: point,longitude latitude plev7h time1,hus_tpt-p7h-hxy-air,hus_tpt-p7h-hxy-air,True
hus,area: time: mean,longitude latitude alevel time,hus_tavg-l-hxy-x,hus_tavg-l-hxy-u,False
hus,are: time: mean where air,longitude latitude time p850,hus_tavg-p0850-hxy-air,hus_tavg-850hPa-hxy-air,False
hus,area: time: mean where air,longitude latitude plev19 time,hus_tavg-p19-hxy-air,hus_tavg-p19-hxy-air,True
hus,longitude: time: mean where air,latitude plev19 time,hus_tavg-p19-hy-air,hus_tavg-p19-hy-air,True
hus,area: time: mean where air,longitude latitude plev8 time,hus_tavg-p8-hxy-air,hus_tavg-p8-hxy-air,True
hus,area: time: mean,longitude latitude alevel time,hus_tavg-l-hxy-x,hus_tavg-l-hxy-u,False
hus,area: time: mean where air,longitude latitude plev19 time,hus_tavg-p19-hxy-air,hus_tavg-p19-hxy-air,True
hus,area: time: mean where air,longitude latitude plev27 time,hus_tavg-p27-hxy-air,hus_tavg-p27-hxy-air,True
hus,area: time: mean where air,longitude latitude plev7h time,hus_tavg-p7h-hxy-air,hus_tavg-p7h-hxy-air,True
hus,area: mean time: point,longitude latitude alevel time1,hus_tpt-l-hxy-x,hus_tpt-l-hxy-u,False
hus,area: point time: point,alevel site time1,hus_tpt-l-hxys-x,hus_tpt-l-hxys-u,False
huss,area: mean time: point,longitude latitude time1 height2m,huss_tpt-h02-hxy-x,huss_tpt-h2m-hxy-u,False
huss,area: mean time: point,longitude latitude time1 height2m,huss_tpt-h02-hxy-x,huss_tpt-h2m-hxy-u,False
huss,area: time: mean,longitude latitude time height2m,huss_tavg-h02-hxy-x,huss_tavg-h2m-hxy-u,False
huss,area: time: mean,longitude latitude time height2m,huss_tavg-h02-hxy-x,huss_tavg-h2m-hxy-u,False
huss,area: mean time: point,longitude latitude time1 height2m,huss_tpt-h02-hxy-x,huss_tpt-h2m-hxy-u,False
huss,area: point time: point,site time1 height2m,huss_tpt-h02-hxys-x,huss_tpt-h2m-hxys-u,False
huss,area: time: mean where sector,longitude latitude landUse time height2m,huss_tavg-h02-hxy-lus,huss_tavg-h2m-hxy-lus,False
t2,area: time: mean,longitude latitude alevel time,t2_tavg-l-hxy-x,t2_tavg-l-hxy-u,False
obvfsq,area: mean where sea time: mean,longitude latitude olevel time,obvfsq_tavg-l-hxy-sea,obvfsq_tavg-l-hxy-sea,True
u2,area: time: mean,longitude latitude alevel time,u2_tavg-l-hxy-x,u2_tavg-l-hxy-u,False
wap2,area: time: mean,longitude latitude alevel time,wap2_tavg-l-hxy-x,wap2_tavg-l-hxy-u,False
v2,area: time: mean,longitude latitude alevel time,v2_tavg-l-hxy-x,v2_tavg-l-hxy-u,False
mlotstsq,area: mean where sea time: mean,longitude latitude time,mlotstsq_tavg-z0-hxy-sea,mlotstsq_tavg-u-hxy-sea,False
zossq,area: mean where sea time: mean,longitude latitude time,zossq_tavg-z0-hxy-sea,zossq_tavg-u-hxy-sea,False
sossq,area: mean where sea time: mean,longitude latitude time,sossq_tavg-z0-hxy-sea,sossq_tavg-u-hxy-sea,False
sossq,area: mean where sea time: mean,longitude latitude time,sossq_tavg-z0-hxy-sea,sossq_tavg-u-hxy-sea,False
tossq,area: mean where sea time: mean,longitude latitude time,tossq_tavg-z0-hxy-sea,tossq_tavg-u-hxy-sea,False
tossq,area: mean where sea time: mean,longitude latitude time,tossq_tavg-z0-hxy-sea,tossq_tavg-u-hxy-sea,False
cStem,area: mean where land time: mean,longitude latitude time,cStem_tavg-z0-hxy-lnd,cStem_tavg-u-hxy-lnd,False
cWood,area: mean where land time: mean,longitude latitude time,cWood_tavg-z0-hxy-lnd,cWood_tavg-u-hxy-lnd,False
nStem,area: mean where land time: mean,longitude latitude time,nStem_tavg-z0-hxy-lnd,nStem_tavg-u-hxy-lnd,False
cls,area: mean time: point,longitude latitude alevel time1,cls_tpt-l-hxy-x,cls_tpt-l-hxy-u,False
cls,area: time: mean,longitude latitude alevel time,cls_tavg-l-hxy-x,cls_tavg-l-hxy-u,False
dems,area: mean where stratiform_cloud time: point,longitude latitude alevel time1,dems_tpt-l-hxy-scl,dems_tpt-l-hxy-scl,True
grpllsprof,area: mean time: point,longitude latitude alevhalf time1,grpllsprof_tpt-l-hxy-x,grpllsprof_tpt-l-hxy-u,False
prlsprof,area: mean time: point,longitude latitude alevhalf time1,prlsprof_tpt-l-hxy-x,prlsprof_tpt-l-hxy-u,False
prlsns,area: mean time: point,longitude latitude alevhalf time1,prlsns_tpt-l-hxy-x,prlsns_tpt-l-hxy-u,False
od550aerso,area: time: mean,longitude latitude time lambda550nm,od550aerso_tavg-z0-hxy-x,od550aerso_tavg-u-hxy-u,False
od550so4so,area: time: mean,longitude latitude time lambda550nm,od550so4so_tavg-z0-hxy-x,od550so4so_tavg-u-hxy-u,False
aod550volso4,area: time: mean,longitude latitude time lambda550nm,aod550volso4_tavg-z0-hxy-x,aod550volso4_tavg-u-hxy-u,False
cLitterBelow,area: mean where land time: mean,longitude latitude time,cLitterBelow_tavg-z0-hxy-lnd,cLitterBelow_tavg-u-hxy-lnd,False
cLitterSubSurf,area: mean where land time: mean,longitude latitude time,cLitterSubSurf_tavg-z0-hxy-lnd,cLitterSubSurf_tavg-u-hxy-lnd,False
nLitterSubSurf,area: mean where land time: mean,longitude latitude time,nLitterSubSurf_tavg-z0-hxy-lnd,nLitterSubSurf_tavg-u-hxy-lnd,False
mrrob,area: mean where land time: mean,longitude latitude time,mrrob_tavg-z0-hxy-lnd,mrrob_tavg-u-hxy-lnd,False
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-u-hxy-u,False
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-u-hxy-u,False
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-u-hxy-u,False
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-u-hxy-u,False
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-u-hxy-u,False
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-u-hxy-u,False
ps,area: mean,longitude latitude ,ps_ti-z0-hxy-x,ps_ti-u-hxy-u,False
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-u-hxy-u,False
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-u-hxy-u,False
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-u-hxy-u,False
ps,area: time: mean,longitude latitude time,ps_tavg-z0-hxy-x,ps_tavg-u-hxy-u,False
ps,area: mean time: point,longitude latitude time1,ps_tpt-z0-hxy-x,ps_tpt-u-hxy-u,False
ps,area: point time: point,site time1,ps_tpt-z0-hxys-x,ps_tpt-u-hxys-u,False
albsn,area: time: mean where snow (weighted by downwelling shortwave radiation),longitude latitude time,albsn_tavg-z0-hxy-sn,albsn_tavg-u-hxy-sn,False
orog,area: mean,longitude latitude ,orog_ti-z0-hxy-x,orog_ti-u-hxy-u,False
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-u-hxy-is,False
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-u-hxy-is,False
orog,area: time: mean,longitude latitude time,orog_tavg-z0-hxy-x,orog_tavg-u-hxy-u,False
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-u-hxy-is,False
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-u-hxy-is,False
orog,area: time: mean where ice_sheet,longitude latitude time,orog_tavg-z0-hxy-is,orog_tavg-u-hxy-is,False
dpco2abio,area: mean where sea time: mean,longitude latitude time,dpco2abio_tavg-z0-hxy-sea,dpco2abio_tavg-u-hxy-sea,False
spco2abio,area: mean where sea time: mean,longitude latitude time,spco2abio_tavg-z0-hxy-sea,spco2abio_tavg-u-hxy-sea,False
dpco2nat,area: mean where sea time: mean,longitude latitude time,dpco2nat_tavg-z0-hxy-sea,dpco2nat_tavg-u-hxy-sea,False
spco2nat,area: mean where sea time: mean,longitude latitude time,spco2nat_tavg-z0-hxy-sea,spco2nat_tavg-u-hxy-sea,False
dpco2,area: mean where sea time: mean,longitude latitude time,dpco2_tavg-z0-hxy-sea,dpco2_tavg-u-hxy-sea,False
rsdsdiff,area: time: mean,longitude latitude time,rsdsdiff_tavg-z0-hxy-x,rsdsdiff_tavg-u-hxy-u,False
rsdsdiff,area: time: mean,longitude latitude time,rsdsdiff_tavg-z0-hxy-x,rsdsdiff_tavg-u-hxy-u,False
rsdsdiff,area: time: mean,longitude latitude time,rsdsdiff_tavg-z0-hxy-x,rsdsdiff_tavg-u-hxy-u,False
rsdscsdiff,area: time: mean,longitude latitude time,rsdscsdiff_tavg-z0-hxy-x,rsdscsdiff_tavg-u-hxy-u,False
rsdscsdiff,area: time: mean,longitude latitude time,rsdscsdiff_tavg-z0-hxy-x,rsdscsdiff_tavg-u-hxy-u,False
albdiffbnd,area: mean (weighted by incident surface diffuse shortwave in band) time: point,longitude latitude spectband time1,albdiffbnd_tpt-z0-hxy-x,albdiffbnd_tpt-u-hxy-u,False
albdirbnd,area: mean (weighted by incident surface diffuse shortwave in band) time: point,longitude latitude spectband time1,albdirbnd_tpt-z0-hxy-x,albdirbnd_tpt-u-hxy-u,False
tauu,area: mean time: point,longitude latitude time1,tauu_tpt-z0-hxy-x,tauu_tpt-u-hxy-u,False
tauu,area: time: mean,longitude latitude time,tauu_tavg-z0-hxy-x,tauu_tavg-u-hxy-u,False
tauu,area: time: mean,longitude latitude time,tauu_tavg-z0-hxy-x,tauu_tavg-u-hxy-u,False
tauu,area: point time: point,site time1,tauu_tpt-z0-hxys-x,tauu_tpt-u-hxys-u,False
tauupbl,area: time: mean,longitude latitude time,tauupbl_tavg-z0-hxy-x,tauupbl_tavg-u-hxy-u,False
hfdsl,area: mean where land time: mean,longitude latitude time,hfdsl_tavg-z0-hxy-lnd,hfdsl_tavg-u-hxy-lnd,False
hfds,area: mean where sea time: mean,longitude latitude time,hfds_tavg-z0-hxy-sea,hfds_tavg-u-hxy-sea,False
hfds,area: mean where sea time: mean,longitude latitude time,hfds_tavg-z0-hxy-sea,hfds_tavg-u-hxy-sea,False
hfdsn,area: mean where land time: mean,longitude latitude time,hfdsn_tavg-z0-hxy-lnd,hfdsn_tavg-u-hxy-lnd,False
hfdsn,area: mean where land time: mean,longitude latitude time,hfdsn_tavg-z0-hxy-lnd,hfdsn_tavg-u-hxy-lnd,False
hflso,area: time: mean where ice_free_sea over sea,longitude latitude time,hflso_tavg-z0-hxy-ifs,hflso_tavg-u-hxy-ifs,False
fg13co2,area: mean where sea time: mean,longitude latitude time,fg13co2_tavg-z0-hxy-sea,fg13co2_tavg-u-hxy-sea,False
fg13co2,area: mean where sea time: mean,longitude latitude time,fg13co2_tavg-z0-hxy-sea,fg13co2_tavg-u-hxy-sea,False
fg14co2,area: mean where sea time: mean,longitude latitude time,fg14co2_tavg-z0-hxy-sea,fg14co2_tavg-u-hxy-sea,False
fg14co2abio,area: mean where sea time: mean,longitude latitude time,fg14co2abio_tavg-z0-hxy-sea,fg14co2abio_tavg-u-hxy-sea,False
fg14co2abio,area: mean where sea time: mean,longitude latitude time,fg14co2abio_tavg-z0-hxy-sea,fg14co2abio_tavg-u-hxy-sea,False
fgco2abio,area: mean where sea time: mean,longitude latitude time,fgco2abio_tavg-z0-hxy-sea,fgco2abio_tavg-u-hxy-sea,False
fgco2abio,area: mean where sea time: mean,longitude latitude time,fgco2abio_tavg-z0-hxy-sea,fgco2abio_tavg-u-hxy-sea,False
fgco2,area: mean where sea time: mean,longitude latitude time,fgco2_tavg-z0-hxy-sea,fgco2_tavg-u-hxy-sea,False
fgco2,area: mean where sea time: mean,longitude latitude time,fgco2_tavg-z0-hxy-sea,fgco2_tavg-u-hxy-sea,False
fgco2nat,area: mean where sea time: mean,longitude latitude time,fgco2nat_tavg-z0-hxy-sea,fgco2nat_tavg-u-hxy-sea,False
fgco2nat,area: mean where sea time: mean,longitude latitude time,fgco2nat_tavg-z0-hxy-sea,fgco2nat_tavg-u-hxy-sea,False
wetlandCH4cons,area: mean where land time: mean,longitude latitude time,wetlandCH4cons_tavg-z0-hxy-lnd,wetlandCH4cons_tavg-u-hxy-lnd,False
irr,area: time: mean where sector,longitude latitude landUse time,irr_tavg-z0-hxy-lus,irr_tavg-u-hxy-lus,False
fgcfc11,area: mean where sea time: mean,longitude latitude time,fgcfc11_tavg-z0-hxy-sea,fgcfc11_tavg-u-hxy-sea,False
fgcfc12,area: mean where sea time: mean,longitude latitude time,fgcfc12_tavg-z0-hxy-sea,fgcfc12_tavg-u-hxy-sea,False
fgo2,area: mean where sea time: mean,longitude latitude time,fgo2_tavg-z0-hxy-sea,fgo2_tavg-u-hxy-sea,False
fgsf6,area: mean where sea time: mean,longitude latitude time,fgsf6_tavg-z0-hxy-sea,fgsf6_tavg-u-hxy-sea,False
tauv,area: mean time: point,longitude latitude time1,tauv_tpt-z0-hxy-x,tauv_tpt-u-hxy-u,False
tauv,area: time: mean,longitude latitude time,tauv_tavg-z0-hxy-x,tauv_tavg-u-hxy-u,False
tauv,area: time: mean,longitude latitude time,tauv_tavg-z0-hxy-x,tauv_tavg-u-hxy-u,False
tauv,area: point time: point,site time1,tauv_tpt-z0-hxys-x,tauv_tpt-u-hxys-u,False
tauvpbl,area: time: mean,longitude latitude time,tauvpbl_tavg-z0-hxy-x,tauvpbl_tavg-u-hxy-u,False
hfsso,area: time: mean where ice_free_sea over sea,longitude latitude time,hfsso_tavg-z0-hxy-ifs,hfsso_tavg-u-hxy-ifs,False
siflcondtop,area: time: mean where sea_ice,longitude latitude time,siflcondtop_tavg-z0-hxy-si,siflcondtop_tavg-u-hxy-si,False
sistrxdtop,area: time: mean where sea_ice,longitude latitude time,sistrxdtop_tavg-z0-hxy-si,sistrxdtop_tavg-u-hxy-si,False
sistrydtop,area: time: mean where sea_ice,longitude latitude time,sistrydtop_tavg-z0-hxy-si,sistrydtop_tavg-u-hxy-si,False
rlds,area: time: mean,longitude latitude time,rlds_tavg-z0-hxy-x,rlds_tavg-u-hxy-u,False
rlds,area: mean time: point,longitude latitude time1,rlds_tpt-z0-hxy-x,rlds_tpt-u-hxy-u,False
rlds,area: time: mean,longitude latitude time,rlds_tavg-z0-hxy-x,rlds_tavg-u-hxy-u,False
rlds,area: time: mean where ice_sheet,longitude latitude time,rlds_tavg-z0-hxy-is,rlds_tavg-u-hxy-is,False
rlds,area: time: mean where ice_sheet,longitude latitude time,rlds_tavg-z0-hxy-is,rlds_tavg-u-hxy-is,False
rlds,area: time: mean,longitude latitude time,rlds_tavg-z0-hxy-x,rlds_tavg-u-hxy-u,False
rlds,area: point time: point,site time1,rlds_tpt-z0-hxys-x,rlds_tpt-u-hxys-u,False
rlds,area: time: mean where ice_sheet,longitude latitude time,rlds_tavg-z0-hxy-is,rlds_tavg-u-hxy-is,False
rlds,area: time: mean where sea_ice,longitude latitude time,rlds_tavg-z0-hxy-si,rlds_tavg-u-hxy-si,False
rldscs,area: time: mean,longitude latitude time,rldscs_tavg-z0-hxy-x,rldscs_tavg-u-hxy-u,False
rldscs,area: mean time: point,longitude latitude time1,rldscs_tpt-z0-hxy-x,rldscs_tpt-u-hxy-u,False
rldscs,area: time: mean,longitude latitude time,rldscs_tavg-z0-hxy-x,rldscs_tavg-u-hxy-u,False
rldscs,area: time: mean,longitude latitude time,rldscs_tavg-z0-hxy-x,rldscs_tavg-u-hxy-u,False
rldscs,area: point time: point,site time1,rldscs_tpt-z0-hxys-x,rldscs_tpt-u-hxys-u,False
lwsffluxaero,area: mean time: point,longitude latitude time1,lwsffluxaero_tpt-z0-hxy-x,lwsffluxaero_tpt-u-hxy-u,False
rsds,area: time: mean,longitude latitude time,rsds_tavg-z0-hxy-x,rsds_tavg-u-hxy-u,False
rsds,area: mean time: point,longitude latitude time1,rsds_tpt-z0-hxy-x,rsds_tpt-u-hxy-u,False
rsds,area: time: mean,longitude latitude time,rsds_tavg-z0-hxy-x,rsds_tavg-u-hxy-u,False
rsds,area: time: mean where ice_sheet,longitude latitude time,rsds_tavg-z0-hxy-is,rsds_tavg-u-hxy-is,False
rsds,area: time: mean where ice_sheet,longitude latitude time,rsds_tavg-z0-hxy-is,rsds_tavg-u-hxy-is,False
rsds,area: time: mean,longitude latitude time,rsds_tavg-z0-hxy-x,rsds_tavg-u-hxy-u,False
rsds,area: point time: point,site time1,rsds_tpt-z0-hxys-x,rsds_tpt-u-hxys-u,False
rsds,area: time: mean where ice_sheet,longitude latitude time,rsds_tavg-z0-hxy-is,rsds_tavg-u-hxy-is,False
rsds,area: time: mean where sea_ice,longitude latitude time,rsds_tavg-z0-hxy-si,rsds_tavg-u-hxy-si,False
rsdscs,area: time: mean,longitude latitude time,rsdscs_tavg-z0-hxy-x,rsdscs_tavg-u-hxy-u,False
rsdscs,area: mean time: point,longitude latitude time1,rsdscs_tpt-z0-hxy-x,rsdscs_tpt-u-hxy-u,False
rsdscs,area: time: mean,longitude latitude time,rsdscs_tavg-z0-hxy-x,rsdscs_tavg-u-hxy-u,False
rsdscs,area: time: mean,longitude latitude time,rsdscs_tavg-z0-hxy-x,rsdscs_tavg-u-hxy-u,False
rsdscs,area: point time: point,site time1,rsdscs_tpt-z0-hxys-x,rsdscs_tpt-u-hxys-u,False
rsdscsbnd,area: mean time: point,longitude latitude spectband time1,rsdscsbnd_tpt-z0-hxy-x,rsdscsbnd_tpt-u-hxy-u,False
rsdscsaf,area: mean time: point,longitude latitude time1,rsdscsaf_tpt-z0-hxy-x,rsdscsaf_tpt-u-hxy-u,False
rsdscsafbnd,area: mean time: point,longitude latitude spectband time1,rsdscsafbnd_tpt-z0-hxy-x,rsdscsafbnd_tpt-u-hxy-u,False
swsffluxaero,area: mean time: point,longitude latitude time1,swsffluxaero_tpt-z0-hxy-x,swsffluxaero_tpt-u-hxy-u,False
sidragtop,area: time: mean where sea_ice,longitude latitude time,sidragtop_tavg-z0-hxy-si,sidragtop_tavg-u-hxy-si,False
cLitterAbove,area: mean where land time: mean,longitude latitude time,cLitterAbove_tavg-z0-hxy-lnd,cLitterAbove_tavg-u-hxy-lnd,False
cLitterSurf,area: mean where land time: mean,longitude latitude time,cLitterSurf_tavg-z0-hxy-lnd,cLitterSurf_tavg-u-hxy-lnd,False
nLitterSurf,area: mean where land time: mean,longitude latitude time,nLitterSurf_tavg-z0-hxy-lnd,nLitterSurf_tavg-u-hxy-lnd,False
dpo2,area: mean where sea time: mean,longitude latitude time,dpo2_tavg-z0-hxy-sea,dpo2_tavg-u-hxy-sea,False
lwsrfasdust,area: time: mean,longitude latitude time,lwsrfasdust_tavg-z0-hxy-x,lwsrfasdust_tavg-u-hxy-u,False
lwsrfcsdust,area: time: mean,longitude latitude time,lwsrfcsdust_tavg-z0-hxy-x,lwsrfcsdust_tavg-u-hxy-u,False
rls,area: time: mean where ice_free_sea over sea,longitude latitude time,rls_tavg-z0-hxy-ifs,rls_tavg-u-hxy-ifs,False
rls,area: mean where land time: mean,longitude latitude time,rls_tavg-z0-hxy-lnd,rls_tavg-u-hxy-lnd,False
rls,area: time: mean,longitude latitude time,rls_tavg-z0-hxy-x,rls_tavg-u-hxy-u,False
rls,area: time: mean,longitude latitude time,rls_tavg-z0-hxy-x,rls_tavg-u-hxy-u,False
netAtmosLandC13Flux,area: mean where land time: mean,longitude latitude time,netAtmosLandC13Flux_tavg-z0-hxy-lnd,netAtmosLandC13Flux_tavg-u-hxy-lnd,False
netAtmosLandC14Flux,area: mean where land time: mean,longitude latitude time,netAtmosLandC14Flux_tavg-z0-hxy-lnd,netAtmosLandC14Flux_tavg-u-hxy-lnd,False
nbp,area: mean where land time: mean,longitude latitude time,nbp_tavg-z0-hxy-lnd,nbp_tavg-u-hxy-lnd,False
nbp,area: time: mean where sector,longitude latitude landUse time,nbp_tavg-z0-hxy-lus,nbp_tavg-u-hxy-lus,False
netAtmosLandCO2Flux,area: mean where land time: mean,longitude latitude time,netAtmosLandCO2Flux_tavg-z0-hxy-lnd,netAtmosLandCO2Flux_tavg-u-hxy-lnd,False
nep,area: mean where land time: mean,longitude latitude time,nep_tavg-z0-hxy-lnd,nep_tavg-u-hxy-lnd,False
swsrfasdust,area: time: mean,longitude latitude time,swsrfasdust_tavg-z0-hxy-x,swsrfasdust_tavg-u-hxy-u,False
swsrfcsdust,area: time: mean,longitude latitude time,swsrfcsdust_tavg-z0-hxy-x,swsrfcsdust_tavg-u-hxy-u,False
rss,area: mean where land time: mean,longitude latitude time,rss_tavg-z0-hxy-lnd,rss_tavg-u-hxy-lnd,False
rss,area: time: mean,longitude latitude time,rss_tavg-z0-hxy-x,rss_tavg-u-hxy-u,False
rss,area: time: mean,longitude latitude time,rss_tavg-z0-hxy-x,rss_tavg-u-hxy-u,False
fDeforestToAtmos,area: mean where land time: mean,longitude latitude time,fDeforestToAtmos_tavg-z0-hxy-lnd,fDeforestToAtmos_tavg-u-hxy-lnd,False
fLuc,area: mean where land time: mean,longitude latitude time,fLuc_tavg-z0-hxy-lnd,fLuc_tavg-u-hxy-lnd,False
wetlandCH4,area: mean where land time: mean,longitude latitude time,wetlandCH4_tavg-z0-hxy-lnd,wetlandCH4_tavg-u-hxy-lnd,False
spco2,area: mean where sea time: mean,longitude latitude time,spco2_tavg-z0-hxy-sea,spco2_tavg-u-hxy-sea,False
mrros,area: mean where land time: mean,longitude latitude time,mrros_tavg-z0-hxy-lnd,mrros_tavg-u-hxy-lnd,False
mrros,area: mean where land time: mean,longitude latitude time,mrros_tavg-z0-hxy-lnd,mrros_tavg-u-hxy-lnd,False
snw,area: mean where land time: point,longitude latitude time1,snw_tpt-z0-hxy-lnd,snw_tpt-u-hxy-lnd,False
