variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_spreadsheet,matching
tnkebto,area: mean where sea time: mean within years time: mean over years,longitude latitude time2,tnkebto_tcla-z0-hxy-sea,tnkebto_tcla-z0-hxy-sea,True
tnkebto,area: mean where sea time: mean,longitude latitude time,tnkebto_tavg-z0-hxy-sea,tnkebto_tavg-z0-hxy-sea,True
intparag,area: mean where sea time: mean,longitude latitude time,intparag_tavg-z0-hxy-sea,intparag_tavg-z0-hxy-sea,True
intpcalcite,area: mean where sea time: mean,longitude latitude time,intpcalcite_tavg-z0-hxy-sea,intpcalcite_tavg-z0-hxy-sea,True
fddtdic,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdic_tavg-z0100-hxy-sea,fddtdic_tavg-z0100-hxy-sea,True
fbddtdic,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdic_tavg-z0100-hxy-sea,fbddtdic_tavg-z0100-hxy-sea,True
fddtdife,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdife_tavg-z0100-hxy-sea,fddtdife_tavg-z0100-hxy-sea,True
fbddtdife,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdife_tavg-z0100-hxy-sea,fbddtdife_tavg-z0100-hxy-sea,True
fddtdin,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdin_tavg-z0100-hxy-sea,fddtdin_tavg-z0100-hxy-sea,True
fbddtdin,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdin_tavg-z0100-hxy-sea,fbddtdin_tavg-z0100-hxy-sea,True
fddtdip,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdip_tavg-z0100-hxy-sea,fddtdip_tavg-z0100-hxy-sea,True
fbddtdip,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdip_tavg-z0100-hxy-sea,fbddtdip_tavg-z0100-hxy-sea,True
fddtdisi,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fddtdisi_tavg-z0100-hxy-sea,fddtdisi_tavg-z0100-hxy-sea,True
fbddtdisi,depth: sum where sea area: mean time: mean,longitude latitude time olayer100m,fbddtdisi_tavg-z0100-hxy-sea,fbddtdisi_tavg-z0100-hxy-sea,True
fsn,area: mean where sea time: mean,longitude latitude time,fsn_tavg-z0-hxy-sea,fsn_tavg-z0-hxy-sea,True
intpn2,area: mean where sea time: mean,longitude latitude time,intpn2_tavg-z0-hxy-sea,intpn2_tavg-z0-hxy-sea,True
icfriver,area: mean where sea time: mean,longitude latitude time,icfriver_tavg-z0-hxy-sea,icfriver_tavg-z0-hxy-sea,True
intpbfe,area: mean where sea time: mean,longitude latitude time,intpbfe_tavg-z0-hxy-sea,intpbfe_tavg-z0-hxy-sea,True
fsfe,area: mean where sea time: mean,longitude latitude time,fsfe_tavg-z0-hxy-sea,fsfe_tavg-z0-hxy-sea,True
intpbn,area: mean where sea time: mean,longitude latitude time,intpbn_tavg-z0-hxy-sea,intpbn_tavg-z0-hxy-sea,True
ocfriver,area: mean where sea time: mean,longitude latitude time,ocfriver_tavg-z0-hxy-sea,ocfriver_tavg-z0-hxy-sea,True
intpbp,area: mean where sea time: mean,longitude latitude time,intpbp_tavg-z0-hxy-sea,intpbp_tavg-z0-hxy-sea,True
intpbsi,area: mean where sea time: mean,longitude latitude time,intpbsi_tavg-z0-hxy-sea,intpbsi_tavg-z0-hxy-sea,True
tnpeo,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnpeo_tcla-l-hxy-sea,tnpeo_tcla-l-hxy-sea,True
tnpeo,area: mean where sea time: mean,longitude latitude time,tnpeo_tavg-z0-hxy-sea,tnpeo_tavg-z0-hxy-sea,True
tnpeotb,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnpeotb_tcla-l-hxy-sea,tnpeotb_tcla-l-hxy-sea,True
tnpeot,area: mean where sea time: mean within years time: mean over years,longitude latitude olevel time2,tnpeot_tcla-l-hxy-sea,tnpeot_tcla-l-hxy-sea,True
sidmassmeltbot,area: time: mean where sea_ice,longitude latitude time,sidmassmeltbot_tavg-z0-hxy-si,sidmassmeltbot_tavg-z0-hxy-si,True
sidmassgrowthbot,area: time: mean where sea_ice,longitude latitude time,sidmassgrowthbot_tavg-z0-hxy-si,sidmassgrowthbot_tavg-z0-hxy-si,True
sidmasssi,area: time: mean where sea_ice,longitude latitude time,sidmasssi_tavg-z0-hxy-si,sidmasssi_tavg-z0-hxy-si,True
sidmassgrowthwat,area: time: mean where sea_ice,longitude latitude time,sidmassgrowthwat_tavg-z0-hxy-si,sidmassgrowthwat_tavg-z0-hxy-si,True
sidmasslat,area: time: mean where sea_ice,longitude latitude time,sidmasslat_tavg-z0-hxy-si,sidmasslat_tavg-z0-hxy-si,True
sidmassdyn,area: time: mean where sea_ice,longitude latitude time,sidmassdyn_tavg-z0-hxy-si,sidmassdyn_tavg-z0-hxy-si,True
sidmassth,area: time: mean where sea_ice,longitude latitude time,sidmassth_tavg-z0-hxy-si,sidmassth_tavg-z0-hxy-si,True
sidmassmelttop,area: time: mean where sea_ice,longitude latitude time,sidmassmelttop_tavg-z0-hxy-si,sidmassmelttop_tavg-z0-hxy-si,True
sidconcdyn,area: time: mean where sea_ice,longitude latitude time,sidconcdyn_tavg-z0-hxy-si,sidconcdyn_tavg-z0-hxy-si,True
sidconcth,area: time: mean where sea_ice,longitude latitude time,sidconcth_tavg-z0-hxy-si,sidconcth_tavg-z0-hxy-si,True
bddtalk,area: mean where sea time: mean,longitude latitude olevel time,bddtalk_tavg-l-hxy-sea,bddtalk_tavg-l-hxy-sea,True
ocontemptend,area: mean where sea time: mean,longitude latitude olevel time,ocontemptend_tavg-l-hxy-sea,ocontemptend_tavg-l-hxy-sea,True
ocontemptend,area: mean where sea time: mean,longitude latitude olevel time,ocontemptend_tavg-l-hxy-sea,ocontemptend_tavg-l-hxy-sea,True
ocontempdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontempdiff_tavg-l-hxy-sea,ocontempdiff_tavg-l-hxy-sea,True
ocontempdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontempdiff_tavg-l-hxy-sea,ocontempdiff_tavg-l-hxy-sea,True
ocontemppadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppadvect_tavg-l-hxy-sea,ocontemppadvect_tavg-l-hxy-sea,True
ocontemppadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppadvect_tavg-l-hxy-sea,ocontemppadvect_tavg-l-hxy-sea,True
ocontemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontemppmdiff_tavg-l-hxy-sea,ocontemppmdiff_tavg-l-hxy-sea,True
ocontemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,ocontemppmdiff_tavg-l-hxy-sea,ocontemppmdiff_tavg-l-hxy-sea,True
ocontemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppsmadvect_tavg-l-hxy-sea,ocontemppsmadvect_tavg-l-hxy-sea,True
ocontemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemppsmadvect_tavg-l-hxy-sea,ocontemppsmadvect_tavg-l-hxy-sea,True
ocontemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemprmadvect_tavg-l-hxy-sea,ocontemprmadvect_tavg-l-hxy-sea,True
ocontemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,ocontemprmadvect_tavg-l-hxy-sea,ocontemprmadvect_tavg-l-hxy-sea,True
opottemptend,area: mean where sea time: mean,longitude latitude olevel time,opottemptend_tavg-l-hxy-sea,opottemptend_tavg-l-hxy-sea,True
opottemptend,area: mean where sea time: mean,longitude latitude olevel time,opottemptend_tavg-l-hxy-sea,opottemptend_tavg-l-hxy-sea,True
opottempdiff,area: mean where sea time: mean,longitude latitude olevel time,opottempdiff_tavg-l-hxy-sea,opottempdiff_tavg-l-hxy-sea,True
opottempdiff,area: mean where sea time: mean,longitude latitude olevel time,opottempdiff_tavg-l-hxy-sea,opottempdiff_tavg-l-hxy-sea,True
opottemppadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppadvect_tavg-l-hxy-sea,opottemppadvect_tavg-l-hxy-sea,True
opottemppadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppadvect_tavg-l-hxy-sea,opottemppadvect_tavg-l-hxy-sea,True
opottemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,opottemppmdiff_tavg-l-hxy-sea,opottemppmdiff_tavg-l-hxy-sea,True
opottemppmdiff,area: mean where sea time: mean,longitude latitude olevel time,opottemppmdiff_tavg-l-hxy-sea,opottemppmdiff_tavg-l-hxy-sea,True
opottemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppsmadvect_tavg-l-hxy-sea,opottemppsmadvect_tavg-l-hxy-sea,True
opottemppsmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemppsmadvect_tavg-l-hxy-sea,opottemppsmadvect_tavg-l-hxy-sea,True
opottemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemprmadvect_tavg-l-hxy-sea,opottemprmadvect_tavg-l-hxy-sea,True
opottemprmadvect,area: mean where sea time: mean,longitude latitude olevel time,opottemprmadvect_tavg-l-hxy-sea,opottemprmadvect_tavg-l-hxy-sea,True
osalttend,area: mean where sea time: mean,longitude latitude olevel time,osalttend_tavg-l-hxy-sea,osalttend_tavg-l-hxy-sea,True
osalttend,area: mean where sea time: mean,longitude latitude olevel time,osalttend_tavg-l-hxy-sea,osalttend_tavg-l-hxy-sea,True
osaltdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltdiff_tavg-l-hxy-sea,osaltdiff_tavg-l-hxy-sea,True
osaltdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltdiff_tavg-l-hxy-sea,osaltdiff_tavg-l-hxy-sea,True
osaltpadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpadvect_tavg-l-hxy-sea,osaltpadvect_tavg-l-hxy-sea,True
osaltpadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpadvect_tavg-l-hxy-sea,osaltpadvect_tavg-l-hxy-sea,True
osaltpmdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltpmdiff_tavg-l-hxy-sea,osaltpmdiff_tavg-l-hxy-sea,True
osaltpmdiff,area: mean where sea time: mean,longitude latitude olevel time,osaltpmdiff_tavg-l-hxy-sea,osaltpmdiff_tavg-l-hxy-sea,True
osaltpsmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpsmadvect_tavg-l-hxy-sea,osaltpsmadvect_tavg-l-hxy-sea,True
osaltpsmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltpsmadvect_tavg-l-hxy-sea,osaltpsmadvect_tavg-l-hxy-sea,True
osaltrmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltrmadvect_tavg-l-hxy-sea,osaltrmadvect_tavg-l-hxy-sea,True
osaltrmadvect,area: mean where sea time: mean,longitude latitude olevel time,osaltrmadvect_tavg-l-hxy-sea,osaltrmadvect_tavg-l-hxy-sea,True
fBNF,area: mean where land time: mean,longitude latitude time,fBNF_tavg-z0-hxy-lnd,fBNF_tavg-z0-hxy-lnd,True
fNfert,area: mean where land time: mean,longitude latitude time,fNfert_tavg-z0-hxy-lnd,fNfert_tavg-z0-hxy-lnd,True
tnhus,area: time: mean,longitude latitude alevel time,tnhus_tavg-l-hxy-x,tnhus_tavg-l-hxy-x,True
tnhus,area: mean time: point,longitude latitude alevel time1,tnhus_tpt-l-hxy-x,tnhus_tpt-l-hxy-x,True
tnhus,area: point time: point,alevel site time1,tnhus_tpt-l-hxys-x,tnhus_tpt-l-hxys-x,True
tnhusa,area: time: mean,longitude latitude alevel time,tnhusa_tavg-l-hxy-x,tnhusa_tavg-l-hxy-x,True
tnhusa,area: point time: point,alevel site time1,tnhusa_tpt-l-hxys-x,tnhusa_tpt-l-hxys-x,True
tnhuspbl,area: time: mean,longitude latitude alevel time,tnhuspbl_tavg-l-hxy-x,tnhuspbl_tavg-l-hxy-x,True
tnhuspbl,area: point time: point,alevel site time1,tnhuspbl_tpt-l-hxys-x,tnhuspbl_tpt-l-hxys-x,True
tnhusc,area: time: mean,longitude latitude alevel time,tnhusc_tavg-l-hxy-x,tnhusc_tavg-l-hxy-x,True
tnhusc,area: point time: point,alevel site time1,tnhusc_tpt-l-hxys-x,tnhusc_tpt-l-hxys-x,True
tnhusd,area: time: mean,longitude latitude alevel time,tnhusd_tavg-l-hxy-x,tnhusd_tavg-l-hxy-x,True
tnhusd,area: point time: point,alevel site time1,tnhusd_tpt-l-hxys-x,tnhusd_tpt-l-hxys-x,True
tnhusmp,area: time: mean,longitude latitude alevel time,tnhusmp_tavg-l-hxy-x,tnhusmp_tavg-l-hxy-x,True
tnhusmp,area: point time: point,alevel site time1,tnhusmp_tpt-l-hxys-x,tnhusmp_tpt-l-hxys-x,True
tnhusscp,area: time: mean,longitude latitude alevel time,tnhusscp_tavg-l-hxy-x,tnhusscp_tavg-l-hxy-x,True
tnhusscp,area: point time: point,alevel site time1,tnhusscp_tpt-l-hxys-x,tnhusscp_tpt-l-hxys-x,True
tnhusscpbl,area: time: mean,longitude latitude alevel time,tnhusscpbl_tavg-l-hxy-x,tnhusscpbl_tavg-l-hxy-x,True
tnhusscpbl,area: point time: point,alevel site time1,tnhusscpbl_tpt-l-hxys-x,tnhusscpbl_tpt-l-hxys-x,True
sndmasssi,area: time: mean where sea_ice,longitude latitude time,sndmasssi_tavg-z0-hxy-si,sndmasssi_tavg-z0-hxy-si,True
sndmasswindrif,area: time: mean where sea_ice,longitude latitude time,sndmasswindrif_tavg-z0-hxy-si,sndmasswindrif_tavg-z0-hxy-si,True
sndmassdyn,area: time: mean where sea_ice,longitude latitude time,sndmassdyn_tavg-z0-hxy-si,sndmassdyn_tavg-z0-hxy-si,True
hfrs,area: mean where land time: mean,longitude latitude time,hfrs_tavg-z0-hxy-lnd,hfrs_tavg-z0-hxy-lnd,True
fNup,area: mean where land time: mean,longitude latitude time,fNup_tavg-z0-hxy-lnd,fNup_tavg-z0-hxy-lnd,True
sisnhc,area: time: mean where sea_ice,longitude latitude time,sisnhc_tavg-z0-hxy-si,sisnhc_tavg-z0-hxy-si,True
simprefrozen,area: time: mean where sea_ice_melt_pond,longitude latitude time,simprefrozen_tavg-z0-hxy-simp,simprefrozen_tavg-z0-hxy-simp,True
parasolRefl,area: mean where sea time: point,longitude latitude sza5 time1,parasolRefl_tpt-z0-hxy-sea,parasolRefl_tpt-z0-hxy-sea,True
parasolRefl,area: mean where sea time: mean,longitude latitude sza5 time,parasolRefl_tavg-z0-hxy-sea,parasolRefl_tavg-z0-hxy-sea,True
parasolRefl,area: mean where sea time: mean,longitude latitude sza5 time,parasolRefl_tavg-z0-hxy-sea,parasolRefl_tavg-z0-hxy-sea,True
rsdt,area: mean time: mean within days time: mean over days,longitude latitude time3,rsdt_tcld-z0-hxy-x,rsdt_tcld-z0-hxy-x,True
rsdt,area: time: mean,longitude latitude time,rsdt_tavg-z0-hxy-x,rsdt_tavg-z0-hxy-x,True
rsdt,area: mean time: point,longitude latitude time1,rsdt_tpt-z0-hxy-x,rsdt_tpt-z0-hxy-x,True
rsdt,area: time: mean,longitude latitude time,rsdt_tavg-z0-hxy-x,rsdt_tavg-z0-hxy-x,True
rsdt,area: time: mean,longitude latitude time,rsdt_tavg-z0-hxy-x,rsdt_tavg-z0-hxy-x,True
rsdt,area: mean time: point,longitude latitude time1,rsdt_tpt-z0-hxy-x,rsdt_tpt-z0-hxy-x,True
rsdt,area: point time: point,site time1,rsdt_tpt-z0-hxys-x,rsdt_tpt-z0-hxys-x,True
rsdtbnd,area: mean time: point,longitude latitude spectband time1,rsdtbnd_tpt-z0-hxy-x,rsdtbnd_tpt-z0-hxy-x,True
drldtdust,area: time: mean,longitude latitude time,drldtdust_tavg-z0-hxy-x,drldtdust_tavg-z0-hxy-x,True
drldtcsaer,area: time: mean,longitude latitude time,drldtcsaer_tavg-z0-hxy-x,drldtcsaer_tavg-z0-hxy-x,True
drsdtdust,area: time: mean,longitude latitude time,drsdtdust_tavg-z0-hxy-x,drsdtdust_tavg-z0-hxy-x,True
drscsdust,area: time: mean,longitude latitude time,drscsdust_tavg-z0-hxy-x,drscsdust_tavg-z0-hxy-x,True
drldtcsdust,area: time: mean,longitude latitude time,drldtcsdust_tavg-z0-hxy-x,drldtcsdust_tavg-z0-hxy-x,True
rlut,area: mean time: mean within days time: mean over days,longitude latitude time3,rlut_tcld-z0-hxy-x,rlut_tcld-z0-hxy-x,True
rlut,area: mean time: point,longitude latitude time1,rlut_tpt-z0-hxy-x,rlut_tpt-z0-hxy-x,True
rlut,area: time: mean,longitude latitude time,rlut_tavg-z0-hxy-x,rlut_tavg-z0-hxy-x,True
rlut,area: mean time: point,longitude latitude time1,rlut_tpt-z0-hxy-x,rlut_tpt-z0-hxy-x,True
rlut,area: time: mean,longitude latitude time,rlut_tavg-z0-hxy-x,rlut_tavg-z0-hxy-x,True
rlut,area: time: mean,longitude latitude time,rlut_tavg-z0-hxy-x,rlut_tavg-z0-hxy-x,True
rlut,area: mean time: point,longitude latitude time1,rlut_tpt-z0-hxy-x,rlut_tpt-z0-hxy-x,True
rlut,area: point time: point,site time1,rlut_tpt-z0-hxys-x,rlut_tpt-z0-hxys-x,True
rlut4co2,area: time: mean,longitude latitude time,rlut4co2_tavg-z0-hxy-x,rlut4co2_tavg-z0-hxy-x,True
rlutaf,area: time: mean,longitude latitude time,rlutaf_tavg-z0-hxy-x,rlutaf_tavg-z0-hxy-x,True
rlutcs,area: mean time: mean within days time: mean over days,longitude latitude time3,rlutcs_tcld-z0-hxy-x,rlutcs_tcld-z0-hxy-x,True
rlutcs,area: time: mean,longitude latitude time,rlutcs_tavg-z0-hxy-x,rlutcs_tavg-z0-hxy-x,True
rlutcs,area: mean time: point,longitude latitude time1,rlutcs_tpt-z0-hxy-x,rlutcs_tpt-z0-hxy-x,True
rlutcs,area: time: mean,longitude latitude time,rlutcs_tavg-z0-hxy-x,rlutcs_tavg-z0-hxy-x,True
rlutcs,area: time: mean,longitude latitude time,rlutcs_tavg-z0-hxy-x,rlutcs_tavg-z0-hxy-x,True
rlutcs,area: point time: point,site time1,rlutcs_tpt-z0-hxys-x,rlutcs_tpt-z0-hxys-x,True
rlutcs4co2,area: time: mean,longitude latitude time,rlutcs4co2_tavg-z0-hxy-x,rlutcs4co2_tavg-z0-hxy-x,True
rlutcsaf,area: time: mean,longitude latitude time,rlutcsaf_tavg-z0-hxy-x,rlutcsaf_tavg-z0-hxy-x,True
lwtoafluxaerocs,area: mean time: point,longitude latitude time1,lwtoafluxaerocs_tpt-z0-hxy-x,lwtoafluxaerocs_tpt-z0-hxy-x,True
rsut,area: mean time: mean within days time: mean over days,longitude latitude time3,rsut_tcld-z0-hxy-x,rsut_tcld-z0-hxy-x,True
rsut,area: time: mean,longitude latitude time,rsut_tavg-z0-hxy-x,rsut_tavg-z0-hxy-x,True
rsut,area: mean time: point,longitude latitude time1,rsut_tpt-z0-hxy-x,rsut_tpt-z0-hxy-x,True
rsut,area: time: mean,longitude latitude time,rsut_tavg-z0-hxy-x,rsut_tavg-z0-hxy-x,True
rsut,area: time: mean,longitude latitude time,rsut_tavg-z0-hxy-x,rsut_tavg-z0-hxy-x,True
rsut,area: mean time: point,longitude latitude time1,rsut_tpt-z0-hxy-x,rsut_tpt-z0-hxy-x,True
rsut,area: point time: point,site time1,rsut_tpt-z0-hxys-x,rsut_tpt-z0-hxys-x,True
rsut4co2,area: time: mean,longitude latitude time,rsut4co2_tavg-z0-hxy-x,rsut4co2_tavg-z0-hxy-x,True
rsutaf,area: time: mean,longitude latitude time,rsutaf_tavg-z0-hxy-x,rsutaf_tavg-z0-hxy-x,True
rsutcs,area: mean time: mean within days time: mean over days,longitude latitude time3,rsutcs_tcld-z0-hxy-x,rsutcs_tcld-z0-hxy-x,True
rsutcs,area: time: mean,longitude latitude time,rsutcs_tavg-z0-hxy-x,rsutcs_tavg-z0-hxy-x,True
rsutcs,area: mean time: point,longitude latitude time1,rsutcs_tpt-z0-hxy-x,rsutcs_tpt-z0-hxy-x,True
rsutcs,area: time: mean,longitude latitude time,rsutcs_tavg-z0-hxy-x,rsutcs_tavg-z0-hxy-x,True
rsutcs,area: time: mean,longitude latitude time,rsutcs_tavg-z0-hxy-x,rsutcs_tavg-z0-hxy-x,True
rsutcs,area: point time: point,site time1,rsutcs_tpt-z0-hxys-x,rsutcs_tpt-z0-hxys-x,True
rsutcs4co2,area: time: mean,longitude latitude time,rsutcs4co2_tavg-z0-hxy-x,rsutcs4co2_tavg-z0-hxy-x,True
rsutcsbnd,area: mean time: point,longitude latitude spectband time1,rsutcsbnd_tpt-z0-hxy-x,rsutcsbnd_tpt-z0-hxy-x,True
rsutcsaf,area: mean time: point,longitude latitude time1,rsutcsaf_tpt-z0-hxy-x,rsutcsaf_tpt-z0-hxy-x,True
rsutcsaf,area: time: mean,longitude latitude time,rsutcsaf_tavg-z0-hxy-x,rsutcsaf_tavg-z0-hxy-x,True
rsutcsafbnd,area: mean time: point,longitude latitude spectband time1,rsutcsafbnd_tpt-z0-hxy-x,rsutcsafbnd_tpt-z0-hxy-x,True
swtoafluxaerocs,area: mean time: point,longitude latitude time1,swtoafluxaerocs_tpt-z0-hxy-x,swtoafluxaerocs_tpt-z0-hxy-x,True
aoanh,area: time: mean (weighted by tracer mass),longitude latitude alevel time,aoanh_tavg-l-hxy-x,aoanh_tavg-l-hxy-x,True
tran,area: mean where land time: mean,longitude latitude time,tran_tavg-z0-hxy-lnd,tran_tavg-z0-hxy-lnd,True
tran,area: mean where land time: mean,longitude latitude time,tran_tavg-z0-hxy-lnd,tran_tavg-z0-hxy-lnd,True
ptp,area: time: mean,longitude latitude time,ptp_tavg-z0-hxy-x,ptp_tavg-z0-hxy-x,True
tatp,area: time: mean,longitude latitude time,tatp_tavg-z0-hxy-x,tatp_tavg-z0-hxy-x,True
ztp,area: time: mean,longitude latitude time,ztp_tavg-z0-hxy-x,ztp_tavg-z0-hxy-x,True
wa,area: time: mean,longitude latitude alevel time,wa_tavg-l-hxy-x,wa_tavg-l-hxy-x,True
epfz,longitude: time: mean where air,latitude plev39 time,epfz_tavg-p39-hy-air,epfz_tavg-p39-hy-air,True
epfz,longitude: time: mean where air,latitude plev39 time,epfz_tavg-p39-hy-air,epfz_tavg-p39-hy-air,True
hfgeoubed,area: mean where grounded_ice_sheet,longitude latitude,hfgeoubed_ti-z0-hxy-gis,hfgeoubed_ti-z0-hxy-gis,True
hfgeoubed,area: mean where grounded_ice_sheet,longitude latitude,hfgeoubed_ti-z0-hxy-gis,hfgeoubed_ti-z0-hxy-gis,True
hfgeoubed,area: time: mean where grounded_ice_sheet,longitude latitude time,hfgeoubed_tavg-z0-hxy-gis,hfgeoubed_tavg-z0-hxy-gis,True
hfgeoubed,area: time: mean where grounded_ice_sheet,longitude latitude time,hfgeoubed_tavg-z0-hxy-gis,hfgeoubed_tavg-z0-hxy-gis,True
hfgeou,area: mean where sea,longitude latitude ,hfgeou_ti-z0-hxy-sea,hfgeou_ti-z0-hxy-sea,True
hfgeou,area: mean where sea time: mean,longitude latitude time,hfgeou_tavg-z0-hxy-sea,hfgeou_tavg-z0-hxy-sea,True
wmo,area: sum where sea time: mean,longitude latitude olevel time,wmo_tavg-l-hxy-sea,wmo_tavg-l-hxy-sea,True
siflsensupbot,area: time: mean where sea_ice,longitude latitude time,siflsensupbot_tavg-z0-hxy-si,siflsensupbot_tavg-z0-hxy-si,True
wo,area: mean where sea time: mean,longitude latitude olevel time,wo_tavg-l-hxy-sea,wo_tavg-l-hxy-sea,True
wo,area: mean where sea time: mean,longitude latitude olevel time,wo_tavg-l-hxy-sea,wo_tavg-l-hxy-sea,True
wtem,longitude: time: mean where air,latitude plev39 time,wtem_tavg-p39-hy-air,wtem_tavg-p39-hy-air,True
wtem,longitude: time: mean where air,latitude plev39 time,wtem_tavg-p39-hy-air,wtem_tavg-p39-hy-air,True
